datetime,latitude,longitude,sensorType,accuracy,altitude,speed,bearing,isTooQuick,isFirstNonNoiseSensorData,isNoise,isClassifiedStop,distance
2021-11-24 17:12:30.068Z,52.0587859,4.5392253,network,20.0,48.900001525878906,0.0,0.0,false,true,true,,
2021-11-24 17:12:49.933Z,52.0587898,4.5392119,network,19.415,48.900001525878906,0.0,0.0,false,true,true,,
2021-11-24 17:13:00.618Z,52.058775,4.5392675,network,20.408,48.900001525878906,0.0,0.0,false,true,true,,
2021-11-24 17:13:20.874Z,52.0587264,4.5394065,network,21.46,48.900001525878906,0.0,0.0,false,true,true,,
2021-11-24 17:13:29.565Z,52.058809655718505,4.539468269795179,gps,20.0,27.0,1.4499999,0.0,false,true,false,,
2021-11-24 17:13:30.399Z,52.05881024245173,4.539498360827565,gps,18.5,31.0,1.3399999,23.0,true,false,false,,2.0
2021-11-24 17:13:31.582Z,52.05888031516224,4.539636662229896,gps,10.5,68.0,1.75,22.0,true,false,false,,14.0
2021-11-24 17:13:31.946Z,52.05878727603704,4.539818381890655,gps,10.0,86.0,1.31,25.7,true,false,false,,24.0
2021-11-24 17:13:33.507Z,52.058760286308825,4.539795918390155,gps,12.5,84.0,0.51,39.8,true,false,false,,23.0
2021-11-24 17:13:34.430Z,52.05874565988779,4.539770437404513,gps,11.0,81.0,0.58,125.5,true,false,false,,22.0
2021-11-24 17:13:35.396Z,52.058729734271765,4.539750823751092,gps,11.0,80.0,0.68,172.5,true,false,false,,21.0
2021-11-24 17:13:36.608Z,52.058715778402984,4.5397518295794725,gps,10.5,79.0,0.44,206.8,true,false,false,,22.0
2021-11-24 17:13:37.450Z,52.05871602986008,4.539764821529388,gps,10.5,80.0,0.53,183.4,true,false,false,,23.0
2021-11-24 17:13:38.371Z,52.05871833488345,4.539769012480974,gps,11.5,80.0,0.34,204.2,true,false,false,,23.0
2021-11-24 17:13:39.425Z,52.05872311256826,4.539770605042577,gps,12.0,81.0,0.93,300.5,true,false,false,,23.0
2021-11-24 17:13:40.365Z,52.058732248842716,4.5397712755948305,gps,12.0,82.0,1.3399999,347.2,true,false,false,,22.0
2021-11-24 17:13:41.045Z,52.0589315,4.539547,network,92.9,51.5,0.0,0.0,true,false,true,,15.0
2021-11-24 17:13:41.331Z,52.05874658189714,4.539762390777469,gps,12.5,82.0,1.56,6.4,true,false,false,,21.0
2021-11-24 17:13:42.353Z,52.05876037012786,4.539744621142745,gps,13.5,81.0,1.76,10.8,true,false,false,,20.0
2021-11-24 17:13:43.333Z,52.058772440068424,4.539725761860609,gps,13.5,82.0,1.79,8.4,true,false,false,,18.0
2021-11-24 17:13:44.349Z,52.058775960467756,4.539714278653264,gps,14.5,82.0,1.2099999,15.7,true,false,false,,17.0
2021-11-24 17:13:45.360Z,52.058771518059075,4.5396985206753016,gps,14.5,83.0,1.11,15.3,true,false,false,,16.0
2021-11-24 17:13:46.398Z,52.058768291026354,4.53968427143991,gps,15.0,84.0,1.1,11.0,true,false,false,,16.0
2021-11-24 17:13:47.352Z,52.058759364299476,4.539673626422882,gps,15.5,86.0,1.14,357.6,true,false,false,,15.0
2021-11-24 17:13:48.373Z,52.0587546704337,4.53965350985527,gps,16.5,87.0,1.1999999,341.6,true,false,false,,14.0
2021-11-24 17:13:49.370Z,52.05874771345407,4.539632638916373,gps,19.0,89.0,1.22,323.6,true,false,false,,13.0
2021-11-24 17:13:50.416Z,52.05874385777861,4.539614701643586,gps,19.5,89.0,0.95,312.9,true,false,false,,12.0
2021-11-24 17:13:51.375Z,52.05873677507043,4.539597015827894,gps,20.0,89.0,0.75,302.7,true,false,false,,12.0
2021-11-24 17:13:52.404Z,52.058732374571264,4.5395854488015175,gps,20.5,90.0,0.65999997,293.9,true,false,false,,12.0
2021-11-24 17:13:53.403Z,52.05872776452452,4.539571786299348,gps,21.5,93.0,0.77,284.5,true,false,false,,12.0
2021-11-24 17:13:54.416Z,52.05871644895524,4.539547227323055,gps,22.5,93.0,1.31,270.3,true,false,false,,12.0
2021-11-24 17:13:55.400Z,52.05869830213487,4.5395138673484325,gps,23.0,92.0,1.88,256.6,true,false,false,,13.0
2021-11-24 17:13:56.355Z,52.05869373399764,4.539475478231907,gps,23.5,92.0,2.11,255.9,true,false,false,,13.0
2021-11-24 17:13:57.386Z,52.05867852084339,4.539440609514713,gps,24.0,92.0,2.22,254.1,true,false,false,,15.0
2021-11-24 17:13:58.371Z,52.05865379422903,4.539402471855283,gps,24.5,90.0,2.61,247.2,true,false,false,,18.0
2021-11-24 17:13:59.350Z,52.05862118862569,4.539364166557789,gps,25.5,88.0,3.1,237.8,true,false,false,,22.0
2021-11-24 17:14:00.256Z,52.0559168,4.5253837,network,1000.0,0.0,0.0,0.0,true,false,true,,1018.0
2021-11-24 17:14:00.323Z,52.05857316032052,4.539325777441263,gps,28.0,84.0,3.6999998,226.9,true,false,false,,28.0
2021-11-24 17:14:01.355Z,52.05853711813688,4.539307085797191,gps,29.0,81.0,3.7099998,216.6,true,false,false,,32.0
2021-11-24 17:14:11.370Z,52.05888710450381,4.53972727060318,gps,25.5,54.0,1.01,109.7,true,false,false,,20.0
2021-11-24 17:14:12.359Z,52.05881103873253,4.539708998054266,gps,18.0,45.0,0.53,84.9,true,false,false,,17.0
2021-11-24 17:14:13.357Z,52.058766153641045,4.539726097136736,gps,13.5,46.0,1.36,41.3,true,false,false,,18.0
2021-11-24 17:14:14.397Z,52.058755634352565,4.539760462939739,gps,11.0,48.0,1.42,47.5,true,false,false,,21.0
2021-11-24 17:14:15.402Z,52.05876812338829,4.539800779893994,gps,9.0,48.0,1.5999999,43.1,true,false,false,,23.0
2021-11-24 17:14:16.398Z,52.058766447007656,4.53981033526361,gps,8.0,53.0,1.64,37.3,true,false,false,,24.0
2021-11-24 17:14:17.451Z,52.05877801403403,4.539828691631556,gps,7.5,55.0,1.91,35.3,true,false,false,,25.0
2021-11-24 17:14:18.435Z,52.058806512504816,4.539866661652923,gps,7.0,53.0,1.78,34.7,true,false,false,,27.0
2021-11-24 17:14:19.401Z,52.05882201902568,4.539876971393824,gps,7.0,51.0,1.65,30.0,true,false,false,,28.0
2021-11-24 17:14:20.436Z,52.058837777003646,4.539888119325042,gps,7.0,50.0,1.56,30.6,true,false,false,,29.0
2021-11-24 17:14:20.705Z,52.0587335,4.539875,network,22.91,42.20000076293945,0.0,0.0,true,false,true,,29.0
2021-11-24 17:14:21.488Z,52.058850224129856,4.539894321933389,gps,7.0,50.0,1.67,33.6,true,false,false,,30.0
2021-11-24 17:14:22.472Z,52.05886476673186,4.539905386045575,gps,6.5,49.0,1.5999999,32.7,true,false,false,,31.0
2021-11-24 17:14:23.471Z,52.05887436401099,4.53991930000484,gps,6.0,49.0,1.09,36.2,true,false,false,,32.0
2021-11-24 17:14:24.461Z,52.05888517666608,4.539921982213855,gps,5.5,49.0,1.11,42.8,true,false,false,,32.0
2021-11-24 17:14:25.459Z,52.05889154691249,4.539933213964105,gps,5.5,49.0,1.14,45.0,true,false,false,,33.0
2021-11-24 17:14:26.468Z,52.05889800097793,4.539942182600498,gps,5.5,48.0,0.84999996,47.0,true,false,false,,34.0
2021-11-24 17:14:27.434Z,52.05891208257526,4.539945367723703,gps,5.5,48.0,0.97999996,47.1,true,false,false,,35.0
2021-11-24 17:14:28.437Z,52.058922769501805,4.539953749626875,gps,5.0,47.0,1.04,51.7,true,false,false,,36.0
2021-11-24 17:14:29.473Z,52.058930858038366,4.539966657757759,gps,4.5,47.0,0.79999995,60.3,true,false,false,,37.0
2021-11-24 17:14:30.449Z,52.058933791704476,4.539981074631214,gps,4.5,46.0,0.84999996,53.0,true,false,false,,38.0
2021-11-24 17:14:31.457Z,52.05894053913653,4.539997419342399,gps,5.0,46.0,1.36,49.6,true,false,false,,39.0
2021-11-24 17:14:32.456Z,52.05895298626274,4.5400098245590925,gps,5.0,45.0,1.29,38.4,true,false,false,,40.0
2021-11-24 17:14:33.448Z,52.05896275117993,4.540024157613516,gps,5.0,45.0,1.3,42.1,true,false,false,,42.0
2021-11-24 17:14:34.449Z,52.05896400846541,4.540044022724032,gps,4.5,45.0,1.29,59.5,true,false,false,,43.0
2021-11-24 17:14:35.463Z,52.05896321218461,4.540068497881293,gps,4.5,45.0,1.74,83.5,true,false,false,,45.0
2021-11-24 17:14:36.458Z,52.058967696502805,4.540089787915349,gps,4.5,44.0,1.48,95.8,true,false,false,,46.0
2021-11-24 17:14:37.441Z,52.058974360115826,4.5401113294065,gps,4.0,43.0,1.29,92.7,true,false,false,,48.0
2021-11-24 17:14:38.449Z,52.05897691659629,4.540130356326699,gps,4.0,43.0,1.4,100.7,true,false,false,,49.0
2021-11-24 17:14:39.440Z,52.05898102372885,4.540151143446565,gps,4.0,42.0,1.4,99.8,true,false,false,,51.0
2021-11-24 17:14:40.458Z,52.058984879404306,4.540170757099986,gps,4.0,42.0,1.31,99.9,true,false,false,,52.0
2021-11-24 17:14:40.637Z,52.058894,4.5401063,network,38.212,42.20000076293945,0.0,0.0,true,false,true,,45.0
2021-11-24 17:14:41.488Z,52.05898399930447,4.5401897840201855,gps,4.0,41.0,1.16,105.1,true,false,false,,53.0
2021-11-24 17:14:42.450Z,52.05898311920464,4.540216187015176,gps,3.5,41.0,1.13,106.4,true,false,false,,55.0
2021-11-24 17:14:43.665Z,52.05897909589112,4.5402327831834555,gps,4.0,42.0,0.88,105.7,true,false,false,,56.0
2021-11-24 17:14:44.632Z,52.05898584332317,4.540259186178446,gps,3.5,42.0,0.96999997,89.9,true,false,false,,58.0
2021-11-24 17:14:45.476Z,52.05898827407509,4.540274776518345,gps,3.5,42.0,1.03,75.0,true,false,false,,59.0
2021-11-24 17:14:46.446Z,52.058993596583605,4.5402901992201805,gps,4.0,42.0,1.0799999,63.2,true,false,false,,60.0
2021-11-24 17:14:47.445Z,52.05899820663035,4.540306543931365,gps,4.0,42.0,1.4499999,71.6,true,false,false,,61.0
2021-11-24 17:14:48.737Z,52.058992004022,4.540326911956072,gps,4.0,43.0,1.22,96.3,true,false,false,,62.0
2021-11-24 17:14:49.617Z,52.05898768734187,4.540346777066588,gps,4.0,43.0,1.4399999,112.4,true,false,false,,63.0
2021-11-24 17:14:51.954Z,52.058979934081435,4.540368402376771,gps,4.0,44.0,1.3,123.3,true,false,false,,65.0
2021-11-24 17:14:52.062Z,52.05897075589746,4.540384076535702,gps,4.0,44.0,1.73,131.9,true,false,false,,65.0
2021-11-24 17:14:53.495Z,52.05895143561065,4.540419112890959,gps,4.0,44.0,1.29,136.6,true,false,false,,67.0
2021-11-24 17:14:54.472Z,52.0589499687776,4.540434619411826,gps,4.5,44.0,1.49,122.7,true,false,false,,68.0
2021-11-24 17:14:55.478Z,52.05894950777292,4.540457669645548,gps,4.0,44.0,1.5799999,107.8,true,false,false,,70.0
2021-11-24 17:14:56.459Z,52.058950806967914,4.540483569726348,gps,4.0,44.0,1.67,100.1,true,false,false,,71.0
2021-11-24 17:14:57.482Z,52.05895063932985,4.540509888902307,gps,4.0,45.0,1.5899999,98.3,true,false,false,,73.0
2021-11-24 17:14:58.447Z,52.058950387872756,4.540535118430853,gps,4.5,45.0,1.1,95.9,true,false,false,,75.0
2021-11-24 17:14:59.450Z,52.05894921440631,4.540548110380769,gps,4.0,45.0,0.65,100.9,true,false,false,,76.0
2021-11-24 17:15:00.458Z,52.058939072303474,4.540553223341703,gps,4.5,46.0,1.4499999,131.4,true,false,false,,76.0
2021-11-24 17:15:00.499Z,52.0588221,4.5406165,network,31.4,45.70000076293945,0.0,0.0,true,false,true,,79.0
2021-11-24 17:15:01.450Z,52.05893387552351,4.540568478405476,gps,4.5,46.0,1.53,140.3,true,false,false,,77.0
2021-11-24 17:15:02.446Z,52.05892515834421,4.540588175877929,gps,4.5,46.0,1.51,144.7,true,false,false,,78.0
2021-11-24 17:15:03.470Z,52.05891786608845,4.540606029331684,gps,4.0,45.0,1.7099999,144.2,true,false,false,,79.0
2021-11-24 17:15:04.408Z,52.05891170538962,4.54063268378377,gps,4.0,45.0,1.8299999,127.7,true,false,false,,81.0
2021-11-24 17:15:05.460Z,52.0589151000604,4.540670905262232,gps,4.0,44.0,1.2099999,116.6,true,false,false,,83.0
2021-11-24 17:15:06.442Z,52.05892708618194,4.54071382060647,gps,3.5,43.0,1.54,91.3,true,false,false,,86.0
2021-11-24 17:15:07.432Z,52.058948166668415,4.540746174752712,gps,3.5,42.0,1.49,54.4,true,false,false,,89.0
2021-11-24 17:15:08.462Z,52.05896832514554,4.540771991014481,gps,4.0,41.0,1.4699999,38.9,true,false,false,,91.0
2021-11-24 17:15:09.475Z,52.058983161114156,4.540790682658553,gps,4.0,40.0,1.41,38.0,true,false,false,,93.0
2021-11-24 17:15:10.446Z,52.05899770371616,4.540812643244863,gps,4.0,40.0,1.39,34.2,true,false,false,,95.0
2021-11-24 17:15:11.483Z,52.05901157576591,4.540834603831172,gps,3.5,40.0,1.4499999,46.4,true,false,false,,96.0
2021-11-24 17:15:12.462Z,52.05902410671115,4.540856396779418,gps,4.0,40.0,1.4399999,52.0,true,false,false,,98.0
2021-11-24 17:15:13.466Z,52.05903714057058,4.540874166414142,gps,3.5,40.0,1.3,51.6,true,false,false,,100.0
2021-11-24 17:15:14.465Z,52.05904967151582,4.540891097858548,gps,3.5,40.0,1.39,48.7,true,false,false,,101.0
2021-11-24 17:15:15.454Z,52.05906257964671,4.540907861664891,gps,3.5,40.0,1.37,45.1,true,false,false,,103.0
2021-11-24 17:15:16.514Z,52.05907276365906,4.540929738432169,gps,4.0,40.0,1.53,56.3,true,false,false,,104.0
2021-11-24 17:15:17.465Z,52.05908386968076,4.54095178283751,gps,4.0,40.0,1.43,57.9,true,false,false,,106.0
2021-11-24 17:15:18.458Z,52.05909661017358,4.5409719832241535,gps,4.0,39.0,1.3199999,51.8,true,false,false,,108.0
2021-11-24 17:15:19.453Z,52.059106710366905,4.540991764515638,gps,4.0,39.0,1.39,47.8,true,false,false,,110.0
2021-11-24 17:15:20.468Z,52.05911785829812,4.541005427017808,gps,4.0,39.0,1.11,33.3,true,false,false,,111.0
2021-11-24 17:15:20.820Z,52.0592312,4.541217,network,17.874,40.70000076293945,0.0,0.0,true,false,true,,129.0
2021-11-24 17:15:21.534Z,52.05912913195789,4.541010791435838,gps,4.5,39.0,1.0,27.5,true,false,false,,112.0
2021-11-24 17:15:22.473Z,52.05914266873151,4.541016491129994,gps,4.5,39.0,1.4,30.8,true,false,false,,112.0
2021-11-24 17:15:23.435Z,52.05915540922433,4.54102847725153,gps,4.5,38.0,1.03,27.6,true,false,false,,114.0
2021-11-24 17:15:24.617Z,52.05916664097458,4.541040295735002,gps,5.0,39.0,0.87,29.8,true,false,false,,115.0
2021-11-24 17:15:25.433Z,52.05917556770146,4.541048593819141,gps,4.5,38.0,0.77,35.1,true,false,false,,116.0
2021-11-24 17:15:26.471Z,52.0591804292053,4.54106024466455,gps,4.0,39.0,0.57,38.2,true,false,false,,117.0
2021-11-24 17:15:27.473Z,52.05919316969812,4.541069632396102,gps,4.5,38.0,1.1999999,35.9,true,false,false,,118.0
2021-11-24 17:15:28.650Z,52.05920674838126,4.541085558012128,gps,4.0,38.0,1.12,30.1,true,false,false,,119.0
2021-11-24 17:15:29.611Z,52.05921978224069,4.541089748963714,gps,4.5,38.0,1.35,31.0,true,false,false,,120.0
2021-11-24 17:15:30.436Z,52.0592348696664,4.541100058704615,gps,4.5,38.0,1.37,32.3,true,false,false,,122.0
2021-11-24 17:15:31.475Z,52.05925150774419,4.5411045011132956,gps,4.5,38.0,1.23,32.3,true,false,false,,123.0
2021-11-24 17:15:32.632Z,52.059267475269735,4.541111961007118,gps,4.5,37.0,1.12,34.6,true,false,false,,124.0
2021-11-24 17:15:33.616Z,52.05928189214319,4.541115229949355,gps,4.0,38.0,1.09,29.6,true,false,false,,125.0
2021-11-24 17:15:34.447Z,52.059293081983924,4.5411227736622095,gps,4.0,38.0,0.71,29.5,true,false,false,,126.0
2021-11-24 17:15:35.462Z,52.059302888810635,4.541128305718303,gps,4.0,37.0,0.89,27.8,true,false,false,,126.0
2021-11-24 17:15:36.456Z,52.05931307282299,4.541143728420138,gps,4.0,37.0,1.11,24.7,true,false,false,,128.0
2021-11-24 17:15:37.468Z,52.05932904034853,4.541155127808452,gps,4.0,37.0,1.28,33.4,true,false,false,,129.0
2021-11-24 17:15:38.455Z,52.059341948479414,4.541165605187416,gps,4.5,37.0,1.09,38.7,true,false,false,,131.0
2021-11-24 17:15:39.485Z,52.059354982338846,4.541181363165379,gps,4.0,37.0,0.91999996,38.2,true,false,false,,132.0
2021-11-24 17:15:40.483Z,52.05936579499394,4.541194187477231,gps,4.5,37.0,1.0,30.3,true,false,false,,134.0
2021-11-24 17:15:40.973Z,52.0593684,4.5413398,network,19.307,40.900001525878906,0.0,0.0,true,false,true,,143.0
2021-11-24 17:15:41.511Z,52.05937782302499,4.541204916313291,gps,4.5,36.0,1.01,19.2,true,false,false,,135.0
2021-11-24 17:15:42.654Z,52.05939223989844,4.541213130578399,gps,5.0,36.0,1.16,10.6,true,false,false,,136.0
2021-11-24 17:15:43.454Z,52.059407201595604,4.541222853586078,gps,4.5,36.0,1.3199999,4.9,true,false,false,,137.0
2021-11-24 17:15:44.699Z,52.05942178610712,4.5412288047373295,gps,4.5,36.0,1.51,1.8,true,false,false,,139.0
2021-11-24 17:15:45.459Z,52.05944177694619,4.541237102821469,gps,4.5,36.0,1.75,5.2,true,false,false,,140.0
2021-11-24 17:15:46.464Z,52.05945652909577,4.541247077286243,gps,4.5,36.0,1.49,8.9,true,false,false,,142.0
2021-11-24 17:15:47.528Z,52.059472245164216,4.541258309036493,gps,4.5,36.0,1.4599999,13.5,true,false,false,,143.0
2021-11-24 17:15:48.672Z,52.05948657821864,4.541272222995758,gps,4.5,37.0,1.4,12.8,true,false,false,,145.0
2021-11-24 17:15:49.464Z,52.05949902534485,4.541284879669547,gps,4.5,37.0,1.36,10.0,true,false,false,,146.0
2021-11-24 17:15:50.472Z,52.05951189156622,4.541294602677226,gps,4.5,37.0,1.4599999,6.4,true,false,false,,148.0
2021-11-24 17:15:51.486Z,52.05952459014952,4.541299883276224,gps,4.5,37.0,1.49,6.4,true,false,false,,149.0
2021-11-24 17:15:52.679Z,52.0595343131572,4.541314970701933,gps,4.5,38.0,1.3299999,9.2,true,false,false,,150.0
2021-11-24 17:15:53.683Z,52.05954353325069,4.541334081441164,gps,4.0,38.0,1.22,8.8,true,false,false,,152.0
2021-11-24 17:15:54.498Z,52.05954940058291,4.541363921016455,gps,4.0,39.0,1.2099999,12.0,true,false,false,,154.0
2021-11-24 17:15:55.474Z,52.05955991987139,4.541384372860193,gps,4.5,40.0,1.16,13.5,true,false,false,,156.0
2021-11-24 17:15:56.469Z,52.059566960670054,4.541407423093915,gps,4.5,40.0,1.0699999,8.5,true,false,false,,157.0
2021-11-24 17:15:57.500Z,52.05957668367773,4.541426785290241,gps,4.5,41.0,1.06,4.8,true,false,false,,159.0
2021-11-24 17:15:58.478Z,52.05958825070411,4.54144237563014,gps,4.5,41.0,1.06,4.7,true,false,false,,161.0
2021-11-24 17:15:59.500Z,52.059599440544844,4.541459558531642,gps,4.0,42.0,1.0799999,1.4,true,false,false,,162.0
2021-11-24 17:16:00.430Z,52.059607612900436,4.541475819423795,gps,4.5,42.0,0.75,357.1,true,false,false,,164.0
2021-11-24 17:16:00.836Z,52.059657,4.5413659,network,15.294,48.30000305175781,0.0,0.0,true,false,true,,161.0
2021-11-24 17:16:01.495Z,52.05961230676621,4.541482692584395,gps,4.0,43.0,0.71,349.4,true,false,false,,165.0
2021-11-24 17:16:02.408Z,52.05961758736521,4.541487051174045,gps,4.0,43.0,0.78999996,348.1,true,false,false,,165.0
2021-11-24 17:16:03.462Z,52.05962408334017,4.541487889364362,gps,4.0,43.0,0.85999995,345.7,true,false,false,,166.0
2021-11-24 17:16:04.515Z,52.059629866853356,4.541490571573377,gps,4.0,44.0,0.87,339.5,true,false,false,,166.0
2021-11-24 17:16:05.480Z,52.059636572375894,4.541492918506265,gps,4.5,44.0,0.84999996,332.5,true,false,false,,167.0
2021-11-24 17:16:06.439Z,52.05964306835085,4.541491577401757,gps,4.0,45.0,0.95,332.2,true,false,false,,167.0
2021-11-24 17:16:07.449Z,52.05965756904334,4.541494594886899,gps,4.0,46.0,1.22,327.1,true,false,false,,168.0
2021-11-24 17:16:08.688Z,52.05966758541763,4.54149316996336,gps,4.0,47.0,1.3199999,325.3,true,false,false,,169.0
2021-11-24 17:16:09.696Z,52.05968216992915,4.541490068659186,gps,4.0,48.0,1.3,328.6,true,false,false,,169.0
2021-11-24 17:16:10.463Z,52.05969620961696,4.5414903201162815,gps,4.0,48.0,1.24,337.5,true,false,false,,170.0
2021-11-24 17:16:11.480Z,52.05970786046237,4.541486967355013,gps,4.0,48.0,1.64,336.9,true,false,false,,171.0
2021-11-24 17:16:12.771Z,52.059726091101766,4.541484536603093,gps,4.5,48.0,1.43,334.7,true,false,false,,172.0
2021-11-24 17:16:13.663Z,52.05974021460861,4.541476657614112,gps,4.0,48.0,1.3199999,336.7,true,false,false,,172.0
2021-11-24 17:16:14.648Z,52.05975324846804,4.541469784453511,gps,4.5,47.0,1.3299999,335.6,true,false,false,,173.0
2021-11-24 17:16:15.468Z,52.059766659513116,4.541466096416116,gps,4.5,47.0,1.12,334.5,true,false,false,,174.0
2021-11-24 17:16:16.467Z,52.059777891263366,4.541462576016784,gps,4.5,48.0,1.0,336.6,true,false,false,,174.0
2021-11-24 17:16:17.485Z,52.05978815909475,4.5414650067687035,gps,4.5,48.0,1.03,338.7,true,false,false,,175.0
2021-11-24 17:16:18.482Z,52.05979628954083,4.541460815817118,gps,4.5,48.0,0.57,338.0,true,false,false,,175.0
2021-11-24 17:16:19.503Z,52.059803791344166,4.5414593908935785,gps,4.5,48.0,0.47,337.6,true,false,false,,176.0
2021-11-24 17:16:20.483Z,52.059810580685735,4.541462995111942,gps,4.5,48.0,0.48999998,336.8,true,false,false,,176.0
2021-11-24 17:16:20.987Z,52.05996,4.5412979,network,18.32,40.80000305175781,0.0,0.0,true,false,true,,179.0
2021-11-24 17:16:21.511Z,52.05981711857021,4.541465509682894,gps,4.5,49.0,0.52,323.8,true,false,false,,177.0
2021-11-24 17:16:22.668Z,52.059824536554515,4.541465844959021,gps,4.5,49.0,0.71,322.8,true,false,false,,178.0
2021-11-24 17:16:23.690Z,52.059834259562194,4.541461067274213,gps,4.5,50.0,0.59999996,328.5,true,false,false,,178.0
2021-11-24 17:16:24.464Z,52.059842054732144,4.541459307074547,gps,4.5,50.0,0.53,336.6,true,false,false,,178.0
2021-11-24 17:16:25.512Z,52.05985311884433,4.541459055617452,gps,4.5,51.0,0.59999996,344.4,true,false,false,,179.0
2021-11-24 17:16:26.489Z,52.05986183602363,4.541457295417786,gps,4.5,51.0,0.82,354.2,true,false,false,,180.0
2021-11-24 17:16:27.736Z,52.05987063702196,4.541460396721959,gps,4.5,51.0,0.52,5.3,true,false,false,,181.0
2021-11-24 17:16:28.686Z,52.059874911792576,4.541469365358353,gps,3.5,50.0,0.62,19.3,true,false,false,,181.0
2021-11-24 17:16:29.496Z,52.05988358706236,4.541481686756015,gps,4.0,50.0,0.65999997,31.8,true,false,false,,183.0
2021-11-24 17:16:30.448Z,52.059895070269704,4.5415035635232925,gps,4.0,50.0,0.87,37.5,true,false,false,,185.0
2021-11-24 17:16:31.490Z,52.059908607043326,4.541529128327966,gps,4.0,49.0,0.96,38.9,true,false,false,,187.0
2021-11-24 17:16:32.469Z,52.05992436502129,4.541550502181053,gps,3.5,48.0,1.01,45.2,true,false,false,,189.0
2021-11-24 17:16:33.410Z,52.05994125455618,4.541568187996745,gps,4.5,47.0,1.37,47.1,true,false,false,,191.0
2021-11-24 17:16:34.658Z,52.05996241886169,4.541604733094573,gps,4.5,46.0,1.4499999,40.8,true,false,false,,195.0
2021-11-24 17:16:35.454Z,52.059980146586895,4.541651839390397,gps,4.5,45.0,1.22,45.8,true,false,false,,198.0
2021-11-24 17:16:36.477Z,52.05999175552279,4.541682684794068,gps,4.5,44.0,0.88,48.3,true,false,false,,201.0
2021-11-24 17:16:37.464Z,52.060002316720784,4.541720738634467,gps,4.0,43.0,0.90999997,50.9,true,false,false,,204.0
2021-11-24 17:16:38.379Z,52.06000860314816,4.541752254590392,gps,4.5,42.0,0.84,60.7,true,false,false,,206.0
2021-11-24 17:16:39.385Z,52.06001518294215,4.541778406128287,gps,4.0,42.0,0.71999997,56.7,true,false,false,,208.0
2021-11-24 17:16:40.400Z,52.06002331338823,4.541804054751992,gps,4.5,41.0,0.84999996,55.6,true,false,false,,210.0
2021-11-24 17:16:41.134Z,52.0602531,4.541806,network,24.786,44.5,0.0,0.0,true,false,true,,227.0
2021-11-24 17:16:41.532Z,52.06002834253013,4.541830038651824,gps,4.0,40.0,0.87,65.2,true,false,false,,211.0
2021-11-24 17:16:42.470Z,52.06002968363464,4.541859962046146,gps,4.0,40.0,1.1899999,88.6,true,false,false,,213.0
2021-11-24 17:16:43.421Z,52.06003014463931,4.541893070563674,gps,4.5,39.0,0.96,95.5,true,false,false,,215.0
2021-11-24 17:16:44.435Z,52.06002695951611,4.541930705308914,gps,4.5,38.0,1.23,107.4,true,false,false,,216.0
2021-11-24 17:16:45.476Z,52.06002595368773,4.541965406388044,gps,4.5,37.0,1.1899999,104.7,true,false,false,,218.0
2021-11-24 17:16:46.476Z,52.06002146936953,4.541998598724604,gps,4.5,36.0,1.5899999,107.5,true,false,false,,220.0
2021-11-24 17:16:47.484Z,52.06001765560359,4.542033718898892,gps,4.5,35.0,1.36,106.6,true,false,false,,221.0
2021-11-24 17:16:48.638Z,52.06001338083297,4.542062133550644,gps,4.5,35.0,0.89,109.5,true,false,false,,223.0
2021-11-24 17:16:49.654Z,52.0600110758096,4.5420861057937145,gps,4.0,34.0,1.15,111.8,true,false,false,,224.0
2021-11-24 17:16:50.443Z,52.06000889651477,4.54211326315999,gps,4.5,34.0,1.5,111.8,true,false,false,,225.0
2021-11-24 17:16:51.491Z,52.060009986162186,4.542141845449805,gps,4.5,34.0,1.41,91.6,true,false,false,,227.0
2021-11-24 17:16:52.662Z,52.06001975107938,4.5421679969877005,gps,4.5,34.0,1.12,79.0,true,false,false,,229.0
2021-11-24 17:16:53.503Z,52.06003127619624,4.542190292850137,gps,4.0,35.0,1.1899999,66.3,true,false,false,,231.0
2021-11-24 17:16:54.651Z,52.06004829145968,4.542213762179017,gps,4.5,35.0,1.43,56.8,true,false,false,,233.0
2021-11-24 17:16:55.497Z,52.06007012631744,4.542236560955644,gps,4.0,36.0,1.27,48.8,true,false,false,,236.0
2021-11-24 17:16:56.473Z,52.060090620070696,4.542259527370334,gps,4.5,37.0,1.28,45.4,true,false,false,,239.0
2021-11-24 17:16:57.484Z,52.06010612659156,4.5422816555947065,gps,4.0,37.0,1.0799999,47.4,true,false,false,,241.0
2021-11-24 17:16:58.471Z,52.06011991482228,4.54230185598135,gps,4.0,37.0,1.17,50.7,true,false,false,,243.0
2021-11-24 17:16:59.477Z,52.06013202667236,4.542323062196374,gps,4.0,37.0,1.52,45.6,true,false,false,,245.0
2021-11-24 17:17:00.483Z,52.060144850984216,4.542343681678176,gps,4.0,38.0,1.37,45.4,true,false,false,,247.0
2021-11-24 17:17:00.975Z,52.0602681,4.5423356,network,28.865,44.60000228881836,0.0,0.0,true,false,true,,255.0
2021-11-24 17:17:01.487Z,52.06015985459089,4.5423658937215805,gps,4.0,38.0,0.93,48.2,true,false,false,,249.0
2021-11-24 17:17:02.664Z,52.06017121206969,4.542384585365653,gps,3.5,39.0,0.71,47.4,true,false,false,,251.0
